ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
7659,80000,2,2,2,31,1,2,0,0,2,2,54207,0,52775,2000,53906,7100,60099,2400,61402,0,60272,4600,0
7660,70000,2,1,1,36,2,0,0,0,0,0,81719,5000,85389,3000,86287,2000,65287,3000,35345,5000,9360,0,0
7661,80000,1,3,2,44,2,0,0,0,-2,-2,78950,2815,79788,1858,70319,0,0,0,0,0,0,0,1
7662,50000,1,2,2,45,0,0,0,0,0,0,48406,2286,49880,1302,47206,678,19189,695,19008,1000,19687,687,1
7663,140000,2,2,1,58,2,2,2,2,2,2,70428,3200,71902,2800,72924,1200,72335,4500,75508,3000,77116,0,1
7664,90000,2,2,1,50,0,0,-1,-1,-1,-1,76025,10374,55440,16926,11227,4000,4000,6000,5000,10327,10327,0,0
7665,120000,2,1,2,27,-1,-1,-2,-2,-2,-2,19333,0,0,0,0,0,0,0,0,0,0,0,0
7666,80000,2,2,2,33,-2,-2,-1,-1,0,0,47867,1925,31925,731,731,56000,55541,2055,56703,2070,57833,4447,0
7667,20000,1,2,2,43,4,3,2,0,0,0,34213,0,30100,0,25871,0,21970,0,18669,1000,19669,53301,1
7668,20000,1,1,2,28,1,2,-1,0,0,0,10631,0,1512,20400,20400,0,20000,0,20000,0,0,0,0
7669,440000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,200,200,751,751,2700,2674,320,317,570,565,0,0
7670,310000,2,2,1,28,0,0,0,0,0,0,106540,5000,110211,1.00E+05,208505,7000,150380,10000,38551,5000,42901,5000,0
7671,80000,2,2,2,25,-2,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,442,442,1102,0
7672,2.00E+05,1,1,2,28,-2,-1,2,0,0,2,95065,20000,112893,0,110059,34000,34125,2500,36031,0,31885,50000,0
7673,3.00E+05,2,2,1,34,1,2,0,0,0,-1,6451,0,4828,4004,6858,2000,8048,0,1701,2920,2920,2282,1
7674,140000,2,2,1,35,0,0,0,0,0,-1,10215,4293,14293,1004,13035,115,5753,46,2296,1398,1398,6837,0
7675,230000,2,2,1,43,-1,-1,-1,-1,-1,-1,3451,5587,5560,1186,1180,8605,8563,5201,5180,2532,2524,4759,0
7676,130000,2,3,1,38,0,0,0,0,0,0,100443,3516,95794,4112,92765,2007,48481,2516,47779,1119,42362,1016,1
7677,40000,2,5,1,48,0,0,0,0,0,0,37896,3292,40262,1400,40370,0,39970,0,39970,0,0,0,0
7678,20000,2,3,1,23,0,0,0,0,2,2,20030,1600,18808,1300,17080,1500,18293,900,18752,900,19195,787,0
7679,90000,2,2,2,26,0,0,0,0,0,0,43310,2500,40275,3000,37800,3000,37323,2000,34396,3000,34938,3000,0
7680,50000,2,3,2,41,2,2,2,2,2,2,24064,1600,24981,1200,25473,1100,25857,1000,26298,0,25725,1948,1
7681,220000,1,2,1,49,0,0,0,0,0,0,153880,6300,143020,4500,117567,37486,153069,6000,153045,5200,144529,5002,0
7682,60000,2,2,3,64,2,0,0,0,0,0,24541,2000,25838,2000,27022,2000,28357,1000,28992,1000,24505,2000,1
7683,240000,1,3,1,48,0,0,0,0,0,0,111990,15000,125109,6000,129014,5000,131864,5000,134744,6000,138504,6000,0
7684,4.00E+05,2,2,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7685,120000,1,1,2,30,-1,-1,-1,-2,-1,2,179,1403,1403,0,0,0,0,473,473,0,323,9438,0
7686,280000,2,1,1,37,1,-2,-2,-1,-1,-1,0,0,0,0,0,539,539,0,94,3582,3582,392,0
7687,390000,2,2,2,28,-1,-1,-1,-1,-1,-1,1421,1294,1286,2133,2123,2230,2219,1209,1205,3365,3343,2151,0
7688,340000,2,1,1,46,-1,-1,-1,-1,-1,-1,9435,40670,40670,24330,14007,11943,11922,84739,84739,11132,11132,46039,0
7689,10000,1,2,2,47,-1,-1,-1,-1,-1,0,219,10400,9110,1000,9797,0,-10433,20200,9767,200,9067,0,1
7690,110000,1,2,1,35,0,0,0,0,0,0,48131,32123,73221,3000,74341,1800,50184,2041,51412,2069,49448,3000,1
7691,1.00E+05,1,2,2,31,0,0,0,-2,-2,-2,95972,5000,97650,0,-5000,0,-5000,0,-5000,0,-5000,0,0
7692,130000,2,2,1,25,0,0,0,0,0,0,119703,5200,122967,5301,125101,3000,54560,2000,52681,5000,44529,13801,0
7693,230000,1,2,1,45,2,2,2,2,0,0,221691,10000,226696,3600,223872,0,98219,3628,100276,3643,102263,3929,0
7694,290000,2,2,1,39,0,0,0,0,2,2,296002,12000,284025,11600,278422,12628,283034,8000,284430,16600,294131,4000,1
7695,50000,1,1,2,29,0,0,0,0,0,0,16645,2000,18368,2000,20053,1000,20721,1000,21234,2000,22881,0,0
7696,120000,2,1,2,27,-2,-2,-2,-2,-2,-2,13394,17456,17356,6826,6826,36837,36830,6280,6280,150,150,504,0
7697,240000,2,1,1,36,-1,-1,-1,0,-1,-1,7058,4789,4786,6853,6853,113,5673,7588,7588,2737,2737,0,1
7698,360000,2,1,2,32,0,0,0,0,0,0,166848,7294,149903,6135,138091,4504,138123,4669,140324,4060,108772,3475,0
7699,110000,2,3,2,31,0,0,0,0,0,0,77595,3700,78322,2212,66068,2100,61486,2200,60695,2200,58147,1910,0
7700,60000,2,3,2,23,0,0,0,0,-1,0,23268,1215,16603,1001,8651,502,500,29468,29468,1201,30201,1000,0
7701,130000,1,1,2,33,1,-2,-2,-1,0,0,0,0,0,0,0,8495,8495,0,6480,0,0,0,1
7702,250000,2,1,1,31,-1,-1,-1,-1,-1,-2,315,0,-72,7376,7304,0,95,0,0,0,0,0,0
7703,410000,1,3,2,38,-1,-1,-1,-1,-1,-1,4822,233,232,2266,2255,2558,2546,2663,2650,6303,6286,12,0
7704,130000,2,3,2,53,0,0,0,0,0,0,100184,4700,99001,3200,88214,3403,90167,3300,90682,3500,92672,3300,0
7705,2.00E+05,1,1,2,38,0,0,0,2,2,2,180486,7000,183076,15500,195535,0,190960,14184,202139,0,194326,6700,0
7706,60000,2,1,2,25,2,2,0,0,0,0,37287,0,36412,1800,37280,1414,35321,1500,36099,1377,36724,1402,0
7707,20000,1,1,2,25,-2,-2,-2,-2,-2,-2,85,1377,1347,4122,3969,1865,1855,3611,3569,3823,3823,19386,0
7708,20000,1,2,1,37,0,0,0,0,2,0,17214,2248,9633,1500,10944,757,11280,0,11011,430,7755,1000,0
7709,380000,2,2,1,50,0,0,0,0,2,2,294100,30125,313346,11600,299786,20009,307801,11000,288820,0,266266,40000,0
7710,80000,1,3,1,47,0,0,0,0,-1,0,78415,3369,80093,1688,74598,694,34712,44492,40452,1455,39762,1365,1
7711,160000,1,2,2,31,0,0,0,0,0,0,24645,1420,24956,1699,25819,1050,25754,1104,25898,1041,25925,1000,0
7712,50000,1,1,2,23,1,2,0,0,0,0,47201,1400,47548,1800,48402,1100,28331,1300,29174,1200,29739,1100,0
7713,50000,1,2,1,34,0,0,0,0,0,0,24249,2100,25952,5000,29915,1000,30215,0,5964,56,2800,0,0
7714,310000,1,2,1,34,0,0,0,0,0,0,97196,6000,95832,5000,83123,4000,46342,3000,44693,3000,43296,2000,0
7715,130000,1,2,2,30,0,0,0,0,2,2,95799,4500,97858,5200,100534,8000,105347,0,103550,8100,109733,0,0
7716,180000,1,1,2,33,0,0,2,0,0,0,33331,5317,35311,23,31648,208,23461,10,20671,51,17122,0,0
7717,130000,2,2,1,43,0,0,0,0,0,0,129099,5008,130522,6003,106158,4000,97685,3000,80733,4870,82883,3000,0
7718,50000,1,1,1,35,0,0,0,0,0,0,50482,6749,50267,5000,44880,8000,45122,5000,49518,10000,50389,2000,0
7719,150000,2,2,1,30,1,2,0,0,0,0,36472,0,33947,5035,35518,5000,30564,900,21849,10000,25168,7000,1
7720,230000,2,1,2,25,0,0,0,0,0,-2,32915,4794,21726,3116,12299,5029,5860,0,0,0,0,0,0
7721,20000,2,1,2,23,0,0,0,0,0,0,19082,1321,19286,1400,19637,1000,18826,1000,19522,2583,21775,0,0
7722,360000,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7723,180000,2,1,1,31,1,-2,-2,-1,-1,-2,0,0,0,0,0,2537,2537,0,0,0,0,0,0
7724,280000,1,2,1,37,0,0,0,0,0,0,196807,7005,193629,10023,195583,7047,189545,7023,184042,7012,183287,7017,0
7725,90000,2,1,2,23,-1,0,0,2,2,2,11495,1200,10764,3000,11304,0,9601,2000,10050,0,8304,2000,1
7726,210000,1,2,1,41,1,2,0,0,0,0,149343,0,145319,5000,86335,3600,69670,2000,59502,2000,119494,5000,0
7727,240000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7728,2.00E+05,2,1,1,49,-1,-1,-2,-2,-2,-2,4739,0,-61,0,-61,0,-61,0,-61,0,-61,0,0
7729,180000,2,1,1,35,0,0,0,0,0,0,47603,5705,48705,3003,50140,10607,60607,7976,67976,5412,20412,2460,0
7730,190000,1,3,1,44,1,-1,2,0,0,0,-1600,4000,2400,0,2184,0,2184,0,2184,0,0,0,0
7731,50000,2,3,1,53,-1,-1,-1,-1,-1,-1,4794,4000,3848,5000,4682,5000,4521,4200,4165,4810,4809,4763,0
7732,80000,2,5,1,23,-1,-1,-1,0,0,0,5000,0,0,31432,31432,3000,24455,3000,26920,0,0,0,0
7733,50000,1,2,2,23,2,2,0,0,0,0,32589,1000,32583,2000,21197,1000,7666,1000,4768,1000,5685,1000,1
7734,130000,1,1,2,29,0,0,-2,-2,-2,-2,102640,0,-10,0,-10,0,-10,0,-10,0,-10,0,0
7735,30000,2,2,1,52,2,2,2,2,2,2,18499,2500,20391,1000,20758,1000,21118,1000,21632,1000,22129,0,1
7736,30000,2,1,2,28,0,0,0,0,0,-1,36541,5000,17625,11000,26243,3000,25829,2000,-175,1500,664,0,0
7737,50000,1,2,2,24,0,0,2,2,0,0,20378,3300,23346,1000,23670,0,22994,1000,23473,1000,23932,962,1
7738,360000,2,1,1,41,0,0,0,0,0,0,100608,4000,95511,6000,96288,5000,100251,4000,99983,80000,122578,5000,0
7739,80000,2,2,2,24,2,0,0,0,0,0,45647,2039,45248,2000,33696,7000,40092,1482,40946,2501,41588,3082,1
7740,460000,1,1,2,33,0,0,0,0,0,0,161054,6050,164509,7000,168730,6000,172072,5593,154177,5630,157246,6089,0
7741,2.00E+05,1,1,1,48,-1,-1,-1,-1,-1,-1,5472,4318,4306,4681,4655,4958,4930,3712,3601,3476,3366,990,0
7742,50000,1,2,2,22,0,0,0,-1,-1,0,49334,5000,48237,2510,49496,10371,10353,16533,4337,11017,15017,698,1
7743,370000,2,2,2,28,0,0,0,0,0,0,87248,2896,82477,2097,71825,2000,69872,1818,63656,1044,46555,28034,0
7744,20000,2,2,1,42,3,2,2,2,2,2,18464,1600,19465,800,19649,950,19978,1000,20512,800,20831,0,1
7745,50000,2,1,2,24,0,0,0,0,0,0,50537,2554,44686,1900,38493,1355,33769,1300,34211,1300,34944,1500,0
7746,80000,1,2,1,54,0,0,0,0,0,0,26730,1500,24568,3901,27979,1001,22460,1001,22743,1001,22988,1901,0
7747,170000,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7748,4.00E+05,1,1,1,54,-2,-2,-2,-2,-2,-2,1348,21532,21411,0,-25,4920,4895,49221,48976,15395,15319,0,0
7749,5.00E+05,2,2,1,41,0,0,0,0,0,0,131720,3900,103746,3200,91805,2766,76152,2100,62783,1703,44422,1092,0
7750,250000,1,3,1,44,-1,-1,-1,-1,-1,-1,6826,3924,3900,4482,4482,43676,43546,38166,38051,576,576,2389,1
7751,80000,2,2,2,22,0,0,0,0,0,0,80491,2327,64868,1687,51936,1052,30165,1076,30145,1121,30085,1237,0
7752,90000,2,2,3,40,1,2,0,0,0,2,89762,3000,90395,2773,87428,2402,61778,7660,68248,0,66997,2711,0
7753,120000,1,3,2,44,4,3,2,0,0,0,149229,0,138487,0,127516,6000,124530,5067,120937,1548,67711,120862,1
7754,310000,1,2,1,44,0,0,0,0,0,0,3947,2500,5987,2000,7739,2000,8843,3500,12204,2500,14520,1500,0
7755,20000,1,2,2,22,0,0,-2,-2,-1,-1,13540,406,397,1101,998,736,734,1799,1698,601,500,0,0
7756,60000,2,2,2,29,-1,2,2,-1,2,2,4603,0,4186,0,0,1887,1887,0,1543,3557,3972,0,0
7757,460000,2,1,2,29,0,0,0,0,0,0,170894,7018,160223,7000,160894,7002,165246,8007,169983,8038,173330,6052,0
7758,220000,1,2,1,40,-1,-1,-1,-1,-1,-1,2300,1000,1000,11289,11289,4887,4887,3083,3083,10020,9401,6473,0
7759,220000,1,1,2,32,0,0,0,0,0,0,203689,10000,204943,8000,172926,6000,104747,107000,180458,13000,182435,8000,1
7760,20000,1,2,2,33,1,2,0,0,0,-2,17439,0,16872,1000,17483,183,9152,0,0,0,0,0,0
7761,80000,1,3,1,38,-1,-1,2,0,-1,2,6270,19421,14412,0,12540,0,1261,2705,2705,0,1261,1261,1
7762,220000,1,1,2,31,-1,-1,-1,-1,-1,-1,7521,4028,4023,5892,5878,6463,6452,5163,5157,4169,4159,3733,0
7763,20000,1,2,2,23,0,0,0,0,0,0,10478,1193,11193,1207,12207,2402,14402,2399,16399,5000,20929,0,0
7764,1.00E+05,2,2,2,26,0,0,0,0,0,0,46891,2000,48134,2000,49331,2000,50508,2000,51543,2000,52685,2000,0
7765,230000,2,1,2,31,0,0,0,0,0,0,81734,3687,82238,4539,80623,2220,90997,3214,62063,2407,62003,2061,0
7766,3.00E+05,2,2,1,40,0,0,0,0,0,-1,184164,7028,151244,6000,150727,50000,196467,10013,201425,9505,-8276,175074,0
7767,20000,1,2,2,24,0,-1,-1,-1,-1,-1,2522,390,390,0,0,780,780,0,0,780,780,0,0
7768,160000,1,1,2,29,-1,-1,-1,0,-1,-1,390,4238,4238,780,780,0,390,390,390,540,540,780,0
7769,70000,2,2,1,27,1,2,0,0,2,2,48098,881,47922,4700,51806,4700,55625,2500,57072,2300,58269,2300,1
7770,240000,2,2,2,37,0,0,0,0,0,0,280110,10000,281104,15002,286048,9000,369693,10000,243198,8600,243498,8500,0
7771,1.00E+05,1,2,2,25,-1,-1,-1,0,0,0,1285,2530,2530,23496,23496,1500,23263,1500,23176,2000,23542,1500,0
7772,220000,1,2,2,30,-2,-2,-2,-2,-2,-2,18301,2026,20161,10040,24621,1000,17125,1253,18378,1350,1344,4416,0
7773,50000,1,2,2,42,0,0,0,0,0,0,5268,1107,5896,1246,6645,1000,7009,500,6869,1000,7268,390,0
7774,80000,2,3,1,44,-1,-1,-1,-2,-2,-2,5730,5837,5837,0,0,0,0,0,0,0,0,0,0
7775,130000,1,1,2,28,2,2,2,-2,-2,-2,114144,0,102650,0,0,0,0,0,0,0,0,0,1
7776,30000,2,2,2,23,1,2,0,0,2,2,27171,1000,27429,1800,26571,2300,28128,0,27548,2600,29536,0,0
7777,360000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7778,280000,1,2,1,34,0,0,0,0,0,0,126305,4728,128888,4700,123909,4210,124078,4455,124489,4109,114110,4000,1
7779,230000,1,1,1,45,0,0,0,0,0,0,43885,1749,44926,1764,45941,1676,46853,1735,47834,1902,48942,2189,0
7780,30000,2,1,2,24,-1,-1,-1,-1,-1,-1,3055,18407,18392,640,640,0,0,2583,2583,4653,4653,2583,0
7781,70000,2,2,1,28,0,0,0,0,0,0,45738,4016,36105,2000,27484,2000,28526,2000,30053,2000,30379,2000,1
7782,1.00E+05,1,2,2,32,0,0,0,0,0,0,43788,1759,44843,1730,45814,1643,46727,1696,46798,1685,46799,1653,0
7783,50000,1,2,2,27,0,0,0,-1,2,0,50679,2033,45126,1900,37800,51457,51457,0,50463,1642,41758,1538,1
7784,150000,2,2,2,26,-2,-2,-2,-2,-2,-2,221,0,0,0,0,0,0,0,0,0,0,0,0
7785,20000,1,2,2,46,-1,-1,-1,0,0,-2,780,0,0,1170,1170,0,780,0,0,0,0,0,1
7786,1.00E+05,1,3,3,48,2,-1,0,0,0,0,10514,13008,8408,1119,5250,7110,9360,110,4098,102,800,0,1
7787,90000,2,2,2,25,2,2,2,0,0,0,41757,2001,42797,0,41814,2000,42813,1600,43571,3500,46350,0,1
7788,50000,1,3,2,49,0,0,0,0,0,0,34461,2000,35582,6000,40610,2000,11292,2200,3266,10000,10012,2100,0
7789,2.00E+05,1,1,1,49,2,2,2,2,2,2,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,1
7790,250000,2,2,2,26,0,0,0,0,0,-1,46467,1500,17787,1500,18852,5645,24097,500,19152,1547,1547,0,0
7791,140000,2,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7792,320000,2,2,1,44,-1,-1,-1,-1,0,-1,396,396,396,396,396,792,792,0,396,396,396,396,0
7793,20000,2,2,1,22,2,2,2,2,2,2,20439,1602,20564,900,20479,0,19415,1800,20540,850,20903,0,1
7794,80000,2,2,2,26,0,0,0,0,0,0,46738,3001,48237,3000,49642,3000,52052,3000,40505,1637,41471,2928,0
7795,3.00E+05,2,2,2,36,1,-2,-1,-1,-1,-1,0,0,0,200,200,0,0,16418,16418,88632,88632,1913,0
7796,5.00E+05,2,1,1,38,0,0,0,2,-1,-1,54787,20015,72780,1670,48785,0,16025,19120,19120,11461,11461,18038,0
7797,30000,1,2,2,22,1,-1,0,0,0,0,4873,16547,14891,3000,14860,1000,14260,1000,8864,1990,2578,3597,0
7798,130000,2,4,2,47,2,-1,-1,0,-1,-1,1478,1501,1501,2598,2598,0,1299,1299,1299,1299,1299,1299,0
7799,40000,1,2,1,25,0,0,0,0,0,2,37540,1976,38611,1873,39508,1300,38674,2824,38410,0,37661,2000,0
7800,20000,2,2,2,22,0,0,0,0,-2,-1,19194,1129,19840,1002,7627,0,0,0,0,19191,19191,0,0
7801,470000,2,1,2,39,-1,-1,-1,-1,-1,-1,1264,5478,5478,4757,4753,5289,5289,831,831,2140,2140,2440,0
7802,2.00E+05,2,1,2,42,-1,-1,-1,-1,-1,-1,1347,208,208,1677,1582,3607,3607,894,894,301,301,2457,1
7803,50000,2,2,2,31,2,2,2,2,2,2,30619,1800,31634,1500,32317,1300,32787,1300,33416,1400,34116,1500,1
7804,130000,2,2,1,36,0,0,0,0,0,0,26244,1550,27068,1769,28383,1404,29018,1493,29671,0,-2000,4720,0
7805,1.00E+05,2,2,1,33,-2,-2,-2,-2,-2,-1,5576,792,792,0,0,1889,1889,2458,2458,10175,10175,122,0
7806,160000,1,1,2,29,-1,-1,-1,-1,-1,0,554,0,-78,700,622,0,-10,652,326,0,326,0,0
7807,50000,1,3,2,26,0,0,0,0,0,-1,24132,1902,20109,1200,19932,30,19762,1031,10708,20201,20148,605,0
7808,180000,1,1,1,42,0,0,0,0,0,0,124064,5087,121847,2891,82809,3755,81755,2941,81316,3206,81206,2837,0
7809,50000,1,3,2,29,0,0,0,0,0,0,47863,2000,48261,2000,19258,1000,19268,1000,19040,1000,19555,1000,0
7810,70000,2,3,1,40,0,0,0,0,0,0,65198,2924,65674,1924,58599,1726,49179,1763,49080,2136,49705,1384,0
7811,270000,1,2,1,53,2,2,2,2,2,2,211630,3000,209812,15000,219829,0,214795,17000,228084,8500,232680,0,1
7812,210000,2,2,1,48,-2,-2,-2,-2,-2,-2,140,140,140,140,140,60,60,200,120,0,-20,0,0
7813,70000,2,2,1,43,0,0,0,0,0,-1,66083,3017,67681,2025,40849,58,2917,29,1473,917,917,40442,0
7814,160000,2,1,2,31,-1,-1,-1,-1,0,-1,3555,7340,7340,0,0,7634,7634,0,7350,7938,7938,3993,0
7815,30000,2,2,1,27,0,0,0,0,0,0,4527,3000,7427,6000,11013,5000,16013,327,16340,3396,3396,1680,0
7816,250000,1,1,2,29,-1,-1,-1,-1,-1,0,12044,3276,3260,4057,4037,1196,1184,5123,5107,6,1893,2539,0
7817,10000,2,3,1,51,1,2,0,0,2,2,2731,0,2541,1000,3499,1000,4441,0,4233,2000,5566,1170,0
7818,50000,1,2,2,27,1,2,2,2,2,2,17654,0,17082,3300,20088,0,19483,1560,19742,0,19275,881,0
7819,120000,1,3,1,38,-1,-1,-1,-1,0,-1,3465,5558,5543,5479,5463,10929,10912,24,5228,9769,9769,18,0
7820,50000,1,2,2,28,0,0,0,0,0,0,49417,1966,48104,2210,49348,1946,28433,983,53718,1950,27084,946,0
7821,250000,1,1,2,36,0,0,0,0,0,0,143200,7000,146391,3500,91714,3100,88397,3200,90312,3500,92456,3500,0
7822,20000,1,2,2,48,-1,-1,2,0,0,-2,390,1170,1170,0,780,0,780,0,0,0,0,0,1
7823,70000,2,2,2,25,0,0,0,0,0,0,19508,2000,19633,2000,19685,1000,18887,2000,19073,3003,20208,3007,0
7824,50000,1,2,2,46,-1,-1,0,0,0,0,2635,27921,27299,1262,21206,656,20127,655,19049,2433,19730,1000,0
7825,110000,1,2,2,41,0,0,0,0,0,0,120767,24800,133593,4400,125852,4300,118254,4205,120537,4500,112021,4304,0
7826,1.00E+05,2,1,2,32,1,2,0,0,-1,0,7130,0,6873,1500,8101,565,8235,36252,34087,1500,34749,2500,0
7827,20000,1,2,1,31,-2,-2,-2,-2,-1,-1,-66,0,-66,526,460,201,-201,1801,1600,0,0,0,0
7828,120000,2,2,1,25,0,0,0,0,0,0,30925,43272,73143,3120,73130,2888,74898,3001,76779,4500,79594,2500,0
7829,50000,1,2,2,26,0,0,0,-1,-1,-1,5385,2000,4754,0,-43,1800,1757,0,-765,19000,18032,4000,0
7830,140000,1,2,1,29,1,2,2,2,2,2,73302,3000,74539,3000,75724,0,73909,5763,78305,0,76888,6100,1
7831,140000,1,2,1,34,-1,-1,-1,-1,-1,-1,711,711,711,711,711,10976,10976,711,711,711,711,291,1
7832,250000,2,1,1,39,0,0,0,0,0,0,196409,6023,182372,15000,191040,10011,199400,11214,206988,5315,167607,3180,0
7833,180000,2,2,2,30,0,0,0,0,0,0,43779,1751,44213,1712,44561,1894,45130,4000,47790,1837,48222,1711,0
7834,130000,1,2,2,26,0,0,0,-2,-2,-2,55348,1650,55400,0,0,0,0,0,0,0,0,0,0
7835,2.00E+05,1,1,2,27,-2,-2,-2,-2,-2,-2,2436,5963,3458,760,758,0,-2,752,750,26983,26903,599,0
7836,1.00E+05,2,1,2,26,0,0,2,2,2,0,64086,6005,68836,2600,69704,2600,70566,0,69311,2685,70844,2800,0
7837,20000,1,2,2,23,-1,0,0,0,0,0,15879,4000,15441,2000,9124,10000,12915,500,4305,16000,18495,1000,0
7838,290000,2,3,2,27,0,0,0,-1,-1,-1,63584,2000,28972,1399,10772,22468,22463,164791,164570,9672,9672,18889,0
7839,110000,1,1,1,46,0,0,0,0,0,0,106111,5015,108698,4081,105666,2101,57940,2202,59247,2204,59594,2100,0
7840,30000,2,2,2,27,2,2,5,5,4,3,1200,0,1200,0,1200,0,1200,0,600,0,300,0,0
7841,150000,2,3,2,23,0,0,0,0,0,0,6319,2000,8190,1000,6686,1000,7686,0,4526,63300,65839,11632,0
7842,150000,2,2,2,34,-1,-1,-1,-1,-1,-1,1467,701,698,4137,4102,719,713,817,810,5467,5438,9587,0
7843,120000,2,1,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7844,280000,1,2,1,28,0,0,0,0,0,0,24189,1500,25294,1800,26667,1000,26926,1000,27492,1300,28333,1000,0
7845,90000,2,2,1,36,1,-2,-2,-2,-2,-1,-191,0,-191,0,-191,0,-191,0,-191,550,209,3780,0
7846,130000,1,2,1,39,0,-1,-1,-1,-1,-1,10896,390,390,390,390,390,390,390,390,390,390,390,0
7847,30000,1,2,2,24,1,2,2,2,0,0,27262,0,26545,2800,28590,0,27831,1050,28433,2300,30257,0,1
7848,1.00E+05,1,1,1,25,-1,0,0,0,-2,-2,91842,1809,40308,2301,41800,0,0,0,0,0,0,0,0
7849,30000,2,1,2,27,0,0,0,0,0,2,20234,2000,20476,3000,21991,2000,22544,2000,24061,1000,23428,0,1
7850,90000,2,2,1,28,0,0,0,0,0,0,45537,3000,43173,2500,36230,2000,28068,2000,20229,1100,20650,0,0
7851,160000,2,2,1,25,4,3,2,0,0,0,103398,0,100925,0,97701,2321,99434,432,99527,546,16331,550,0
7852,260000,1,1,1,51,-1,-1,-1,-1,-1,-2,771,1596,1593,437,419,529,529,0,0,4090,4090,98,0
7853,50000,1,1,2,28,2,0,0,0,0,0,48508,2500,45951,2000,44013,1200,28094,1500,29138,2000,30625,1500,1
7854,260000,1,3,2,27,0,0,0,0,0,0,132755,6417,137049,5000,137558,5184,140455,6000,144032,5026,146615,4005,0
7855,220000,2,1,2,35,-1,-1,-1,-1,-1,-1,7443,5600,5572,5600,5572,5600,5572,5802,5774,3279,3264,5613,0
7856,20000,2,2,2,22,0,0,0,0,0,0,19248,2000,20054,1300,19133,678,19397,706,19702,2037,20506,0,0
7857,3.00E+05,2,1,2,25,1,5,4,3,2,3,315632,0,309330,0,302869,10000,306395,10000,311256,0,305413,0,1
7858,250000,2,1,2,31,1,-2,-2,-2,-2,-2,-129,0,-129,200,-329,0,-329,0,-329,200,-529,86,0
7859,2.00E+05,1,2,2,30,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,0,0,832,0
7860,20000,2,2,2,21,0,0,2,0,0,0,13660,2000,15056,1000,15400,0,12900,6600,19500,0,0,0,0
7861,50000,1,2,2,25,3,3,2,2,2,0,26798,1200,27274,1000,27529,1500,28280,0,27691,1200,28278,1200,1
7862,1.00E+05,2,3,2,28,0,-1,-1,0,0,0,7220,13695,13677,49813,49773,50054,61244,33,31410,10028,20529,1.00E+05,0
7863,170000,1,2,1,37,0,0,0,0,0,0,164240,8019,167116,6196,165432,4300,120084,5000,123439,4006,107682,4007,0
7864,120000,1,1,1,37,0,0,0,0,0,0,68329,5000,72212,9000,79334,3000,80531,3100,80944,3000,78771,3000,0
7865,120000,2,2,2,38,0,0,0,0,0,0,33814,1766,35033,1908,36175,566,15833,591,16170,1000,16897,626,0
7866,50000,1,2,2,26,0,0,0,0,2,0,37862,1304,17545,1296,18537,1700,19941,2,19500,800,18921,1000,0
7867,260000,2,1,2,28,0,0,0,0,0,0,63504,4000,66283,3002,67341,2000,54725,2000,36117,2464,35144,1000,0
7868,60000,2,2,2,44,0,0,0,-1,-1,-2,57657,3400,54173,1650,67300,1180,590,0,0,0,0,400,0
7869,120000,2,2,2,28,-1,2,2,-2,-2,-2,200,0,200,0,0,0,0,0,0,0,0,0,1
7870,220000,2,3,1,47,-1,-1,-1,-1,-1,-1,38412,50451,50367,64775,64735,22794,22792,184483,184483,62140,62140,48080,0
7871,2.00E+05,1,1,2,26,-1,-1,-2,-2,-2,-2,299,0,-201,0,-201,0,-201,0,-201,0,-201,0,0
7872,90000,2,2,1,45,0,0,0,0,-1,0,63049,10000,71245,1612,70819,0,20301,87497,87497,10000,86938,20000,0
7873,310000,2,1,1,25,0,0,0,0,0,0,184538,5019,153625,3872,142810,3147,125869,2912,107986,5109,83461,1604,0
7874,110000,2,2,1,34,0,0,0,0,0,0,18328,1300,19385,1280,20400,600,20729,1005,21465,709,21740,732,0
7875,140000,2,2,2,42,0,0,0,0,0,0,24984,1434,26010,1450,27026,1138,27714,1021,28139,1026,28697,1061,0
